iter	RMSE
476	0.01107593972
477	0.01107200372
478	0.01106806386
479	0.01106484861
480	0.01106179486
481	0.01105993826
482	0.01105825137
483	0.01105676025
484	0.01105495482
485	0.01105139498
486	0.01104720698
487	0.01104300216
488	0.0110394159
489	0.01103658583
490	0.01103475938
491	0.01102927732
492	0.011025886
493	0.01102118468
494	0.01102007023
495	0.01101756073
496	0.01101606003
497	0.01101094018
498	0.01100824731
499	0.01100519519
